movie_info,tomatometer_status
"For his sophomore effort, director Gary Ross re-teams with Tobey Maguire and William H. Macy, stars of his directorial debut Pleasantville, for this depression-era sports drama about the legendary racehorse, Seabiscuit. Unlike 1949's fictionalized The Story of Seabiscuit starring Shirley Temple, this version attempts to present a factual account of the story, which centers around the three men who saw the famed horse to victory. Jeff Bridges stars as Charles Howard, an entrepreneur who owns the unlikely racehorse. Howard teams with partially blind boxer-turned-jockey Red Pollard (Maguire in his first performance since annihilating the 2002 box-office in Spider-Man) and horse trainer Tom Smith (Chris Cooper fresh off his best-supporting actor Oscar for Adaptation). Together, the three work to help the famed horse to several symbolic victories that helped to inspire a downtrodden 1930s America. The supporting cast, headed by Macy, includes Elizabeth Banks (Spider-Man) and real-life jockeys Gary Stevens and Chris McCarron. ~ Matthew Tobey, Rovi",Fresh
"Oscar (R) winner Nicolas Cage (National Treasure, Ghost Rider) and Ron Perlman (Hellboy, Hellboy II) star in this supernatural action adventure about a heroic Crusader and his fellow soldier who must transport a woman accused of being a witch to a remote monastery. The arduous journey across perilous terrain tests their strength and courage as they discover the girl's secret and find themselves battling a terrifyingly powerful force that will determine the fate of the world. -- (C) Relativity Media",Rotten
"Second Act is a comedy in the vein of Working Girl and Maid In Manhattan. Jennifer Lopez stars as Maya, a 40-year-old woman struggling with frustrations from unfulfilled dreams. Until, that is, she gets the chance to prove to Madison Avenue that street smarts are as valuable as book smarts, and that it is never too late for a Second Act.",Rotten
"In this family-friendly comedy drama, Walter (Haley Joel Osment) is a shy and bookish boy just short of his teens whose mother impulsively decides to leave him for the summer with his eccentric grand-uncles, Hub (Robert Duvall) and Garth (Michael Caine). Walter isn't especially happy about being left in the middle of Texas with two old men, while Hub and Garth aren't too pleased to be stuck minding a boy, especially one who isn't accustomed to hunting, fishing, or firearms. When Walter starts hearing local gossip about his uncles' wild and wooly pasts, he begins asking a few questions, and while Hub and Garth don't enjoy having the boy poking into their pasts, as they start telling tales of their youthful adventures, they find themselves itching for some new adventures in their lives. Soon Walter is a semi-willing accomplice as his elderly guardians rediscover the wild, impulsive spirit of youth. Secondhand Lions was produced in part by the well-respected visual effects house Digital Domain, who also helped create the imagery for the film's flashback sequences. ~ Mark Deming, Rovi",Fresh
"From writer/director David Koepp (Stir of Echoes) comes this filmed adaptation of Stephen King's novella Secret Window, Secret Garden, one of four stories in the collection Four Past Midnight. Johnny Depp stars as Mort Rainey, a recently divorced author who decides to take some time off at his cottage. Unfortunately for Rainey, John Shooter (John Turturro), an unbalanced wannabe writer, tracks him down, claiming that Rainey plagiarized his work. Also starring Maria Bello, Charles S. Dutton, and Timothy Hutton, Secret Window is the second story from Four Past Midnight to be adapted as a film, the first being 1995's made-for-television The Langoliers. ~ Matthew Tobey, Rovi",Rotten
"A tight-knit team of rising investigators - Ray (Chiwetel Ejiofor) and Jess (Julia Roberts), along with their supervisor Claire (Nicole Kidman) - is suddenly torn apart when they discover that Jess's teenage daughter has been brutally and inexplicably murdered. Now, thirteen years later, after obsessively searching every day for the elusive killer, Ray finally uncovers a new lead that he's certain can permanently resolve the case, nail the vicious murderer, and bring long-desired closure to his team. No one is prepared, however, for the shocking, unspeakable secret that will reveal the enduring, destructive effects of personal vengeance on the human soul.",Rotten
"Based on the Novel ""Secretariat: The Making of a Champion"" By William Nack, Secretariat chronicles the spectacular journey of the 1973 Triple Crown winner. Housewife and mother Penny Chenery (Diane Lane) agrees to take over her ailing father's Virginia-based Meadow Stables, despite her lack of horse-racing knowledge. Against all odds, Chenery-with the help of veteran trainer Lucien Laurin (John Malkovich)-manages to navigate the male-dominated business, ultimately fostering the first Triple Crown winner in 25 years and what may be the greatest racehorse of all time.-- (C) Disney",Fresh
"Sadomasochism provides the backdrop for a very unusual employer/employee relationship in this very offbeat romantic drama from filmmaker Steven Shainberg. Lee Holloway (Maggie Gyllenhaal) is a shy young woman, who, after a brief spell in a mental institution, is released in the care of her overprotective mother (Lesley Ann Warren) and hard-drinking father (Stephen McHattie). Hoping to make good on her own, Lee begins looking for a job, and in her free time indulges in her odd habit of inflicting pain upon herself in various ways. Lee is hired as a secretary by E. Edward Grey (James Spader), a grim and ruthlessly efficient attorney who warns her that her work will be both dull and demanding. Lee takes to the job with genuine enthusiasm, and while she's recently acquired a new boyfriend, Peter (Jeremy Davies), she's far more intrigued by Grey's coldly patrician demeanor. While Grey often criticizes Lee, she seems to thrive on his abuse, but one day he crosses a line when he insists upon spanking her after some minor mistake. Lee quite enjoys the treatment, and wants it to continue, but Grey can no longer take pleasure humiliating Lee when he knows that she likes it; he fires her, despite her pleas to be allowed to stay. Finally discovering the key to her sexual and emotional needs, Lee tries to persuade Peter to be rough with her, but he simply doesn't have the taste or talent for it, and Lee soon maps out a last-ditch effort to win back her position with Grey, whatever the cost. Secretary won a special award for ""Originality"" at the 2002 Sundance Film Festival. ~ Mark Deming, Rovi",Fresh
"A ragtag group of juvenile delinquents assigned the task of cleaning up an abandoned hotel find out just how deadly community service can be when they are stalked by a monstrous, four-hundred-pound maniac with a grudge in director Gregory Dark's wrestling-infused survival horror flick. It was a mere four years ago that seven-foot menace Jacob Goodnight (WWE superstar Kane) was shot in the head and left for dead by a local police officer. But Jacob wasn't going down that easy. With a steel plate subsequently attached to his skull and ten razor-sharp fingernails ready to scrape grey matter from the skulls of his victims, Jacob retreated to the abandoned Blackwell Hotel, where he resided in the darkened, rotting hallways while planning his ultimate revenge. As fate would have it, Jacob wouldn't have to go far to satiate his raging bloodlust, though, and as the unsuspecting teens make their way through the crumbling corridors of the once-luxurious inn guided by the very same policeman who fired that misguided bullet years earlier, the notorious killer sharpens his nails, stalks his prey, and prepares for a little payback. ~ Jason Buchanan, Rovi",Rotten
"A police dog finds himself pitted in a battle of wits against an accident-prone mailman and a gang of crooks (and it looks like the dog has the edge in the brains department) in this broad comedy. Agent 11 (Bob) is a bulldog trained by the FBI agent Murdoch (Michael Clarke Duncan) to sniff out drugs, and the dog's keen nose ferrets out the storage facility of Mafia kingpin Sonny (Paul Sorvino); Agent 11 has also been taught to show no mercy with criminals, and he gives Sonny a serious bite in a rather personal place. Needless to say, Sonny is not amused, and wants revenge against the pooch, so Agent 11 is put into the animal equivalent of the witness protection program. However, unlikely circumstances set the dog loose, where he soon pairs up with Gordon (David Arquette), a stunningly inept letter carrier with a long history of fending off ill-tempered pets. Gordon is attempting to impress Stephanie (Leslie Bibb), an attractive single mother, by helping to look after her son James (Angus T. Jones), and when he comes across Agent 11, he adopts the dog and names him Spot, feeling certain he can smooth out the critter's often cranky relationship with people. But Gordon doesn't know that Sonny and his henchmen are hot on Agent 11's trail and that his new best friend will lead a gang of ruthless gangsters into Stephanie and James' home. See Spot Run was originally announced as a vehicle for comedy star Martin Lawrence, but when changes in Lawrence's schedule prevented him from taking on the project, it was retooled for the talents of David Arquette.",Rotten
"When the notoriously evil Chucky doll and his lover gave birth, they had no idea that their spawn would grow up to be a peace-loving kind of guy; however, that's exactly what Glen turns out to be: a gentle soul who is horrified at what he has been told about his family. After hearing the news of a film being made about his parents' murderous legacy, Glen sets off for Hollywood, where he promptly brings Chucky and Tiffany back to life. Far from diving into doting fatherhood, Chucky is seriously disappointed in his son's lack of inherent evil and tries his best to impart his vast knowledge of all things malevolent before Glen becomes some sort of do-gooder. Elsewhere, Tiffany finds that she will be played by Jennifer Tilly in their movie and doesn't hesitate to let her son in on their family's most cherished tradition -- killing sprees. Directed by Don Mancini, Seed of Chucky features Brad Dourif returning as the voice of Chucky, while Tilly plays both herself and Tiffany. The offspring of the evil pair, Glen, is voiced by Lord of the Rings star Billy Boyd. Cult film director John Waters also makes an appearance, as does hip-hop artist Redman.",Rotten
"Seeking a Friend for the End of the World stars Golden Globe Award winner Steve Carell and Academy Award nominee Keira Knightley and is the feature directorial debut of screenwriter Lorene Scafaria. Set in a too-near future, the movie explores what people will do when humanity's last days are at hand. As the respective journeys of Dodge (Mr. Carell) and Penny (Ms. Knightley) converge, the two spark to each other and their outlooks - if not the world's - brighten. -- (C) Focus",Rotten
"Selena Quintanilla was a major figure in Tejano music, a Grammy-winning recording artist, a beloved star in the American Southwest and Mexico, and seemed poised to cross over into mainstream popularity on the U.S. pop charts when she was murdered on March 31, 1995 by the president of her fan club. Written and directed by Gregory Nava, this biopic concentrates on Selena's relationship with her family and her rise to fame, dealing only briefly with her tragic death. Abraham Quintanilla (Edward James Olmos) is a veteran musician who leads a family-based singing group, The Dinos. At a young age, he notices that his daughter Selena (played as a child by Becky Lee Meza) has a strong singing voice, and he works her into the act (her big number is a version of Over the Rainbow). However, as she grows older, Selena (played as an adult by Jennifer Lopez) wants to establish her own musical identity; while her heritage is Mexican-American, her primary language is English, and her favorite artists are American pop acts like Donna Summer. While Selena and Abraham sometimes argue about the musical direction of the group, he always respects and supports her talent, and her blend of Tejano roots music and danceable pop rhythms soon sparks a revolution in Latin music. Selena later earns the wrath of her father when she becomes romantically involved with Chris Perez (Jon Seda), a rebellious and long-haired guitarist hired to play with the group, but when they elope and Selena convinces Abraham that their love is sincere, Chris is welcomed into the family. After a long string of successes on the Latin charts and playing to a sellout crowd at the Houston Astrodome and a crowd of 100,000 at a stadium in Monterey, Mexico, Selena begins recording her first album in English, which is expected to make her a mainstream star on the level of Whitney Houston or Gloria Estefan. However, the fates decreed it was an album she would never complete. Selena was produced with the participation of the Quintanilla Family (Abraham was executive producer), and Selena's own recordings were used on the soundtrack. ~ Mark Deming, Rovi",Fresh
"In this provocative psychological science fiction thriller, an extremely wealthy man (Academy Award winner Ben Kingsley) dying from cancer undergoes a radical medical procedure that transfers his consciousness into the body of a healthy young man (Ryan Reynolds). But all is not as it seems when he starts to uncover the mystery of the body's origin and the secret organization that will kill to protect its cause. (C) Focus",Rotten
"SELMA is the story of a movement. The film chronicles the tumultuous three-month period in 1965, when Dr. Martin Luther King, Jr. led a dangerous campaign to secure equal voting rights in the face of violent opposition. The epic march from Selma to Montgomery culminated in President Johnson (Tom Wilkinson) signing the Voting Rights Act of 1965, one of the most significant victories for the civil rights movement. Director Ava DuVernays SELMA tells the real story of how the revered leader and visionary Dr. Martin Luther King Jr. (David Oyelowo) and his brothers and sisters in the movement prompted change that forever altered history.(C) Paramount",Fresh
"The American Basketball Association is on the verge of collapse, and when a former NBA benchwarmer returns to his hometown of Flint, MI, to whip his former team into shape for the playoffs, redemption is just a free throw away in this period sports comedy starring Will Ferrell and Woody Harrelson. Penned by Old School scribe Scot Armstrong, Semi-Pro tells the tale of a 1970s-era basketball player who doesn't have much luck in the NBA, but vows to leave his mark on the sport by coaching the Flint Tropics. When the upstart ABA league agrees to be absorbed by the NBA, only four teams will be allowed in. Jackie Moon (Ferrell) must orchestrate a successful season both on the court, and financially off the court with the help of many odd promotional events, in order to remain in the sport he loves. ~ Jason Buchanan, Rovi",Rotten
"Director Christopher Cain takes an up-close look at the devastation wrought by religious fanaticism with this romantic drama set against the backdrop of the 1857 Mountain Meadows Massacre. As a wagon train of westward-bound settlers makes its way across southern Utah, a confrontation with a congregation of Mormons soon leads to deadly consequences for all involved. Jon Voight, Lolita Davidovich, and Jon Gries co-star in a historical drama centered on the massacre, which continues to stir controversy over a century and a half after the fact. Terence Stamp and Dean Cain contribute small roles as Brigham Young and Joseph Smith, respectively -- who were not directly involved with the massacre but are pictured in flashbacks.",Rotten
"On a bustling shopping day in the winter of 1990, Jonathon Trager meets Sara Thomas. Two strangers amid the masses in NYC, their paths collide in the mad holiday rush as they fall victim to a mutual attraction. Despite the fact that each is involved in another relationship, Jonathon and Sara spend the evening wandering Manhattan. But when the night reaches it's inevitable end, the two are forced into determining some kind of next step. When the smitten Jonathon suggests an exchange of phone numbers, Sara balks and proposes an idea that will allow fate to take control of their future. If they are meant to be together, she tells him, they will find their way back into one another's life.",Rotten
"A band of renegades on the run in outer space get in more hot water than they anticipated in this sci-fi action-adventure adapted from the television series Firefly. In the 26th century, the galaxy has been colonized by a military force known as the Alliance, but its leadership has not gone unquestioned. The Alliance was once challenged by a league of rebels known as the Independents, but the Alliance emerged victorious after a brutal civil war, with the surviving Independents scattering around the galaxy. Also wandering the edges of the galaxy are the Reavers, who have won few allies due to their violent behavior and habit of ripping apart their enemies and eating them before they're dead. Capt. Malcolm ""Mal"" Reynolds (Nathan Fillion), who fought as an Independent in the galactic war, is the head of Serenity, a rogue frieghter ship whose crew includes Mal's first mate, Zoe (Gina Torres), who fought alongside him in the war, her husband, hotshot pilot Wash (Alan Tudyk), sunny but dependable mechanic Kaylee (Jewel Staite), and hard-nosed gunman Jayne (Adam Baldwin). The crew of Serenity wander the galaxy, taking on whatever work they can get, from criminal activities like smuggling and stealing to legitimately offering transport to travelers. Passengers aboard Serenity include professional ""companion"" Inara (Morena Baccarin) and holy man Shepherd Book (Ron Glass), but the real trouble aboard the ship comes with the arrival of Simon (Sean Maher) and his teenage sister, River Tam (Summer Glau). In time, the crew discovers that River has remarkable psychic powers and was being held captive by Alliance forces until Simon came to her rescue. Now the Alliance is hot on the heels of Serenity and its passengers, with The Operative (Chiwetel Ejiofor), a sinister Alliance tracker, leading the chase. Serenity was written and directed by Joss Whedon (in his directorial debut), creator of Firefly, which only lasted 11 weeks on the air but gained a powerful cult following who rallied to get the show released on DVD after its cancellation, leading to impressive home-video sales and and an eventual motion picture deal. A couple of months prior to Serenity's theatrical release, reruns of Firefly were picked up by the Sci-Fi channel, adding even more fans to its cult following. ~ Mark Deming, Rovi",Fresh
"Writer/director John Waters offers an outrageous satire of suburban life--and the American fame industry for merchandizing mass murderers--with this hilarious black comedy about a Baltimore woman who's the ideal wife and mother, except for her habit of killing people who annoy her!",Fresh
"A process server makes an unusual alliance with a beautiful but devious woman in this comedy. Joe Tyler (Matthew Perry) is a former attorney whose career went bust when he picked up some clients who turned out to be associated with the Mafia. These days, Joe makes his living as a process server, who presents people with legal papers -- papers they would usually prefer not to get. One of Joe's fellow servers, Tony (Vincent Pastore), is trying to weasel him out of his job, and has starting tipping off Joe's targets before he can deliver their papers in order to get Joe in dutch with their boss, Ray (Cedric the Entertainer). Joe, however, is able to persuade Ray to give him another chance with a high-profile client, Gordon (Bruce Campbell), a wealthy Texas cattle baron who has decided to divorce his wife and business partner, Sara (Elizabeth Hurley), in order to marry another woman, Kate (Amy Adams). When Joe presents Sara with the divorce papers, she is shocked by the news, which would cost her her half of the Gordon fortune. After Joe gets carjacked and finds herself on the same bus with Sara, she makes him a deal: If he's willing to take back the papers, say he never presented them, and serve a divorce petition to Gordon first, she'll pay Joe an even million dollars. Serving Sara became the focus of some unexpected controversy during its production -- first when Matthew Perry took a brief leave from the production to enter a rehabilitation clinic to fight an addiction to painkillers, and later when Elizabeth Hurley's former boyfriend, Steve Bing, accused Perry of being the father of Hurley's child (a charge both Hurley and Perry denied, and was proven false by blood tests).",Rotten
"The sophomore film effort from music video director F. Gary Gray, Set It Off is a crime thriller about four women bank robbers from a housing project in L.A. Ever since her parents' death, Stony (Jada Pinkett Smith) has had to act as a parent to her little brother Stevie (Chaz Lamar Shepard). She works in various capacities to make a future for him at U.C.L.A. Cleo (Queen Latifah) is a butch lesbian who wants nothing more than to customize her classic car. Tisean (Kimberly Elise) is a painfully shy single mother to her son Jajuan, struggling to make ends meet. Frankie (Vivica A. Fox) is the stylish bank teller who gets fired in the opening scene and ends up working with the other three at a janitorial service owned by irritating boss Luther (Thomas Jefferson Byrd). With Frankie upset from her unjust firing, Stony angry from the wrongful killing of her brother, and Tisean losing her baby to the child protective services, the four friends are motivated to rob a bank themselves. Looking for thrills, Cleo gets some guns from Black Sam (Dr. Dre in a cameo role), and they pull off their first job without a hitch. Their success starts a trend and they rob other banks in the area, all the while being investigated by Detective Strode (John C. McGinley). In a romantic subplot, Stony finds romance with wealthy Harvard-educated Keith (Blair Underwood) before the violent chase-scene ending. ~ Andrea LeVasseur, Rovi",Fresh
"Ben Thomas, an IRS agent with a fateful secret, embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.",Rotten
"Marty (Farrell) is a struggling writer who dreams of finishing his screenplay, ""Seven Psychopaths"". Billy (Rockwell) is Marty's best friend, an unemployed actor and part time dog thief, who wants to help Marty by any means necessary. All he needs is a little focus and inspiration. Hans (Walken) is Billy's partner in crime. A religious man with a violent past. Charlie (Harrelson) is the psychopathetic gangster whose beloved dog, Billy and Hans have just stolen. Charlie's unpredictable, extremely violent and wouldn't think twice about killing anyone or anything associated with the theft. Marty is going to get all the focus and inspiration he needs, just as long as he lives to tell the tale. -- (C) Official Site",Fresh
"In a time long past, an evil is about to be unleashed that will reignite the war between the forces of the supernatural and humankind once more. Master Gregory (Jeff Bridges) is a knight who had imprisoned the malevolently powerful witch, Mother Malkin (Julianne Moore), centuries ago. But now she has escaped and is seeking vengeance. Summoning her followers of every incarnation, Mother Malkin is preparing to unleash her terrible wrath on an unsuspecting world. Only one thing stands in her way: Master Gregory. In a deadly reunion, Gregory comes face to face with the evil he always feared would someday return. He has only until the next full moon to do what usually takes years: train his new apprentice, Tom Ward (Ben Barnes) to fight a dark magic unlike any other. Man's only hope lies in the seventh son of a seventh son. (c) WB",Rotten
"An international arms dealer rewards his six-member sales division of corporate execs with a weekend team-building retreat in the mountains of Eastern Europe, where they encounter a renegade band of war-crazed soldiers seeking revenge.",Fresh
"Eighteen-year-old Ian Lafferty sets out on a cross country drive with his best friends Lance and Felicia in order to lose his virginity to a red-hot babe he met on the Internet. But the journey, filled with hilarious misadventures and raunchy escapades, teaches all three more than they expected about life and love. Randy, raucous and unexpectedly romantic, ""Sex Drive"" follows three friends on the road trip of a lifetime!",Rotten
"Jay (Jason Segel) and Annie (Cameron Diaz) are a married couple still very much in love, but ten years and two kids have cooled the passion. To get it back, they decide - why not? - to make a video of themselves trying out every position in THE JOY OF SEX in one marathon three-hour session. It seems like a great idea, until they discover that their most private video has gone public. In a panic, they begin a wild night of adventure - tracking down leads, roping in friends, duping Annie's boss - all to reclaim their video, their reputation, their sanity, and, most importantly, their marriage. (c) Sony",Rotten
"The hit cable series Sex and the City catwalks its way onto the big screen in this feature-film continuation that fans all over have been clamoring for. Sarah Jessica Parker returns once again as Carrie Bradshaw, the style-maven journalist whose romantic exploits were the key focus of the show. Also reprising their roles are Kim Cattrall, Kristin Davis, and Cynthia Nixon, with the series' executive producer Michael Patrick King taking on writing and directing duties. Several years have passed since viewers last saw Carrie and company, though she's still involved with Mr. Big (Chris Noth) and completely consumed by her obsession for name-brand accessories. Meanwhile, Miranda is adjusting to married life and motherhood, Charlotte is still clinging to her dreams, and Samantha and handsome, steely eyed TV star Smith Jerrod (Jason Lewis) are now living together out in L.A. Of course, when the girls all come together, it's just like old times. Dreamgirls' Jennifer Hudson co-stars as Carrie's assistant. ~ Jason Buchanan, Rovi",Rotten
"The stars of the hit HBO series reunite with original writer/producer/director Michael Patrick King to deliver this sequel that finds the ladies venturing outside New York City for the adventure of a lifetime. Carrie (Sarah Jessica Parker), Charlotte (Kristin Davis), and Miranda (Cynthia Nixon) are all married now, but they're still up for a little fun in the sun. When Samantha (Kim Cattrall) gets the chance to visit one of the most extravagant vacation destinations on the planet and offers to bring them all along, they surmise that a women-only retreat may be the perfect excuse to eschew their responsibilities and remember what life was like before they decided to settle down. ~ Jason Buchanan, Rovi",Rotten
"Steven Soderbergh kickstarted the independent film movement of the 1990s with this landmark drama about the tangled relationships among four people and a video camera. John (Peter Gallagher) is an unscrupulous, self-centered yuppie lawyer with a beautiful wife named Ann (Andie MacDowell). Ann feels secure and well provided-for in their relationship, but she has almost no interest in sex; she tells her therapist that she's more concerned about waste disposal. John, however, is still quite interested in sex and is having an affair with Ann's sister Cynthia (Laura San Giacomo), whose personality is fire to Ann's ice; sex is the one area in which she's been able to best her more successful sister, and she relishes her ability to seduce Ann's husband. Into this dysfunctional picture comes Graham (James Spader), a college friend of John's whom he hasn't seen in nine years. Graham has decided that talking about sex is more interesting than actually having sex, so he meets women and asks them discuss their desires and fantasies as he tapes them with a camcorder. A sensation at the Sundance Film Festival, the film made that festival a synonym for a new brand of low-budget indie dramas about contemporary life and relationships. Together with Quentin Tarantino's very different Pulp Fiction (1994), sex, lies, and videotape was one of the most influential movies for independent filmmaking of the 1990s. ~ Mark Deming, Rovi",Fresh
"Gary (Ray Winstone) is a former gangster who has made a modest amount of money from his criminal career. Happy to put his life of crime behind him, he has retired with his wife Deedee (Amanda Redman) to the sunny bliss of rural Spain, where he lives an idyllic life with his family and a few close friends. But Gary's contentment is ruptured by an unwelcome visitor from his past -- Don (Ben Kingsley), a former associate who has been hired to assemble a team of criminals to rob a heavily guarded bank. Don wants Gary in on the job, and is less than pleased by Gary's unwillingness to volunteer his services. What ensues is a battle of wills between the two men, with Don intimidating, prodding, and manipulating his onetime friend to get what he wants, forever changing the lives of those around him in the process. ~ Rebecca Flint Marx, Rovi",Fresh
"The classic 1955-59 sitcom The Phil Silvers Show (also known as ""You'll Never Get Rich"" in its first few episodes) became this high concept comedy with an all-star cast. Steve Martin stars as U.S. Army Master Sergeant Ernest G. Bilko, a conniving motor pool supervisor who uses his position to finance various get-rich-quick schemes, including illegal gambling, at a Kansas military base. His commanding officer, Colonel Hall (Dan Aykroyd) is mostly oblivious to Bilko's antics. Trouble arrives when the master sergeant's old rival, Major Thorn (Phil Hartman), appears. It seems that Thorn, the butt of several past Bilko capers, is eager to settle the score by spearheading a review of Bilko's records and stealing away his fiancée Rita (Glenne Headley), who may have been left at the altar one too many times. At the same time, military engineer Major Ebersole (Austin Pendleton) is testing a new high-tech ""hover tank"" that may not be quite ready for deployment. Directed by light comedy specialist Jonathan Lynn, who brought a similar touch to My Cousin Vinny (1992) and Greedy (1994), the updated Sgt. Bilko costarred Cathy Silvers, daughter of the TV show's late star, as Lieutenant Monday. ~ Karl Williams, Rovi",Rotten
"The incredible true story of a stray dog who became a hero of the First World War. For his keen instincts and fierce loyalty, Stubby is still recognized today as the most decorated canine in American history and the first promoted to the rank of Sergeant in the U.S. Army.",Fresh
"The first film from real-life card shark Damian Nieman, who wrote and directed the picture, stars Gabriel Byrne, Thandie Newton, and Stuart Townsend as a trio of con-artists looking to make a big score. With the help of The Dean (Sylvester Stallone), the three pull off a grift that makes them all very rich. Unfortunately, the original owners of the dough aren't exactly pleased and are out to get the money and revenge. Shade premiered at the 2003 CineVegas film festival and also stars Jamie Foxx and Melanie Griffith.",Fresh
"Presidential advisor Bobby Bishop (Charlie Sheen) is hunted by an unknown assailant in this political thriller. With the help of Chief-of-Staff Jake Conrad (Donald Sutherland) and the newspaper journalist Amanda (Linda Hamilton), he uncovers an assassination plot to kill the President and his most trusted advisors. Bobby battles forces in the government he has sworn to uphold, as his every move is monitored by high-tech surveillance cameras.",Rotten
"F W Murnau is making Nosferatu on location in Eastern Europe. The director is determined to make this the most authentic movie ever. To this end Murnau has employed a real vampire, Max Schreck. He explains Schreck's weird behavior by saying that he is a fastidious method actor. As payment Schreck has been promised drug addicted beauty Greta - Nosferatu's leading-lady. She is to be his at the end of filming. But it seems that Schreck cannot wait that long to taste the blood of the crew.",Fresh
"This lavishly mounted adaptation of the play by William Nicholson tells the true story of the doomed love affair between novelist and noted Christian scholar C.S. Lewis and a Jewish-American poet. Anthony Hopkins stars as C.S. ""Jack"" Lewis, an Oxford professor and successful author of the Chronicles of Narnia series of children's fantasy novels. A confirmed bachelor, Jack's existence is an inward life of the mind. Somewhat detached from the world, his only social outlet is evenings out at a local pub discussing philosophy and religion with his fellow lecturers. Jack has been corresponding with a bluntly intelligent American woman, Joy Gresham (Debra Winger), who arrives to visit him, with her young son Douglas (Joseph Mazzello) in tow. She tells Jack that she has actually fled from an abusive marriage and plans to divorce, and Jack astonishes friends and family by agreeing to a platonic marriage with Joy so that she can obtain British citizenship. As their friendship deepens and Joy discovers that she has a terminal illness, the relationship between Joy and Jack becomes a genuine romance, and their marriage turns into a real commitment. Shadowlands (1993) had previously been filmed as a well-regarded British television movie in 1985 starring Joss Ackland as Lewis.",Fresh
"Shaft, a highly successful film, spawned an industry of sequels and imitations. The daughter (Sherri Brewer) of Bumpy Jones (Moses Gunn), a (white) gangster, has been kidnapped by a rival (black) gang. Bumpy hires private detective Shaft (Richard Roundtree) to find her. Shaft gets some assistance from Lt. Androzzy (Charles Cioffi) of the NYPD, who hopes to avoid a gang war, especially one which could lead to open racial warfare. The other person who helps him is Ben Buford (Christopher St. John), a black militant who also wants to avoid race war. Shaft is tough. Shaft is smart. Shaft succeeds. Isaac Hayes won an Academy Award for the title song.",Fresh
"William Shakespeare (Joseph Fiennes) is on a cold streak. Not only is he writing for Philip Henslowe (Geoffrey Rush), owner of ""The Rose,"" a theatre whose doors are about to be closed by sadistic creditors, but he's got a nasty case of writer's block. Shakespeare hasn't written a hit in years. In fact, he hasn't written much of anything recently. Thus, the Bard finds himself in quite a bind when Henslowe, desperate to stave off another round of hot-coals-to-feet application, stakes The Rose's solvency on Shakespeare's new comedy, ""Romeo and Ethel, the Pirate's Daughter."" The problem is, ""Romeo"" is safely ""locked away"" in Shakespeare's head, which is to say that not a word of it is written. Meanwhile, the lovely Lady Viola (Gwyneth Paltrow) is an ardent theatre-goer -- scandalous for a woman of her breeding -- who especially admires Shakespeare's plays and, not incidentally, Bill himself. Alas, she's about to be sold as property into a loveless marriage by her mercenary father and shipped off to a Virginia tobacco plantation. But not before dressing up as a young man and winning the part of Romeo in the embryonic play. Shakespeare soon discovers the deception and goes along with it, using the blossoming love affair to ignite his muse. As William and Viola's romance grows in intensity and spirals towards its inevitable culmination, so, too, does the farcical comedy about Romeo and pirates transform into the timeless tragedy that is Romeo and Juliet. ~ Merle Bertrand, Rovi",Fresh
"This musical casts Fred Astaire as a world-renowned ballet dancer and Ginger Rogers as a musical comedy headliner. Rogers' manager Jerome Cowan concocts a phony romance between his client and Astaire in order to garner publicity for them both. Eventually, of course, the twosome falls in love for real.",Fresh
"Jack Black continues his march to stardom with this typical Farrelly brothers blend of broad comedy and a heartfelt message. Black is Hal Larsen, a shallow man rapidly approaching middle age whose superficiality can be attributed to his father's deathbed admonition to only date young, beautiful women. Hal and his best friend, Mauricio (Jason Alexander), have taken the advice to heart, but Hal finds all of his physically impressive girlfriends consistently lacking in other qualities that would make them ideal mates. When he bumps into self-help guru Tony Robbins (playing himself), the motivational entrepreneur is intrigued by Hal's predicament and hypnotizes him so that he'll only see the inner beauty of women. Hal is quickly smitten with Rosemary Shanahan (Gwyneth Paltrow), a blonde Peace Corps volunteer who's tenderhearted, funny, and intelligent. She is also gorgeous and meets Hal's basic criteria of outer perfection, but what he doesn't realize is that Robbins' spell is working and he cannot see that Rosemary actually weights 300 pounds. When Mauricio is finally able to snap Hal out of his charmed state, Hal's in love with the inwardly perfect woman and must overcome his obsession with beauty. The script for Shallow Hal (2001) was developed when Peter Farrelly enjoyed the humorous letters written to a mutual friend by Sean Moynihan, a computer software executive who followed the filmmaker's advice to take up screenwriting. ~ Karl Williams, Rovi",Rotten
"Brandon (Michael Fassbender) is a New Yorker who shuns intimacy with women but feeds his desires with a compulsive addiction to sex. When his wayward younger sister (Carey Mulligan) moves into his apartment stirring memories of their shared painful past, Brandon's insular life spirals out of control. -- (C) Official Site",Fresh
"This period drama concerns an American (John Cusack) in Shanghai who, through the investigation of the death of a friend, ends up falling in love while stumbling upon a political conspiracy. 1408 helmer Mikael Håfström directs. Gong Li and Ken Watanabe co-star in the production, from a script supplied by Hossein Amini. ~ Jeremy Wheeler, Rovi",Rotten
