,MovieTitle,ScriptLink,ProductionBudget,DomesticGross,WorldwideGross,Profit,IsProfitable
634,final destination 2,final-destination-2.html,26000000.0,46896664.0,90396664.0,64396664.0,True
635,"o brother, where art thou?",o-brother-where-art-thou?.html,26000000.0,45506619.0,75763814.0,49763814.0,True
636,legion,legion.html,26000000.0,40168080.0,67647574.0,41647574.0,True
637,welcome to mooseport,sherlock-holmes.html,26000000.0,14469428.0,14469428.0,-11530572.0,False
638,the curse of the jade scorpion,executive-decision.html,26000000.0,7496522.0,18496522.0,-7503478.0,False
639,blood and wine,blood-and-wine.html,26000000.0,1083350.0,1083350.0,-24916650.0,False
640,w.,saw.html,25100000.0,25534493.0,28575778.0,3475778.0,True
641,the help,they.html,25000000.0,169705587.0,213120004.0,188120004.0,True
642,gran torino,gran-torino.html,25000000.0,148095302.0,274543085.0,249543085.0,True
643,the bodyguard,bodyguard.html,25000000.0,121945720.0,410899039.0,385899039.0,True
644,schindlerâs list,schindler's-list.html,25000000.0,96898818.0,322197132.0,297197132.0,True
645,freddy vs. jason,freddy-vs.-jason.html,25000000.0,82622655.0,114576403.0,89576403.0,True
646,bridge to terabithia,from-here-to-eternity.html,25000000.0,82234139.0,137984788.0,112984788.0,True
647,no country for old men,no-country-for-old-men.html,25000000.0,74273505.0,164035753.0,139035753.0,True
648,no strings attached,no-strings-attached.html,25000000.0,70662220.0,149228078.0,124228078.0,True
649,tombstone,tombstone.html,25000000.0,56505065.0,56505065.0,31505065.0,True
650,final destination 3,final-destination.html,25000000.0,54098051.0,112798051.0,87798051.0,True
651,madea's big happy family,amadeus.html,25000000.0,53345287.0,54160818.0,29160818.0,True
652,goodfellas,goodfellas.html,25000000.0,46743809.0,46777347.0,21777347.0,True
653,scarface,scarface.html,25000000.0,44942821.0,44942821.0,19942821.0,True
654,rugrats go wild,gran-torino.html,25000000.0,39402572.0,55443032.0,30443032.0,True
655,august: osage county,august:-osage-county.html,25000000.0,37738810.0,50738810.0,25738810.0,True
656,cradle 2 the grave,cradle-2-the-grave.html,25000000.0,34657731.0,56434942.0,31434942.0,True
657,august rush,ghostbusters.html,25000000.0,31664162.0,65882103.0,40882103.0,True
658,the shawshank redemption,"shawshank-redemption,-the.html",25000000.0,28241469.0,28307092.0,3307092.0,True
659,the losers,hesher.html,25000000.0,23591432.0,29863840.0,4863840.0,True
660,punch-drunk love,punch-drunk-love.html,25000000.0,17791031.0,24591031.0,-408969.0,False
661,the ruins,three-kings.html,25000000.0,17432844.0,22910563.0,-2089437.0,False
662,"bright lights, big city",fright-night.html,25000000.0,16118077.0,16118077.0,-8881923.0,False
663,legend,legend.html,25000000.0,15502112.0,23506237.0,-1493763.0,False
664,the box,hellboy.html,25000000.0,15051977.0,34356760.0,9356760.0,True
665,the next best thing,do-the-right-thing.html,25000000.0,14983572.0,24355762.0,-644238.0,False
666,the girl next door,terminator.html,25000000.0,14589444.0,31635150.0,6635150.0,True
667,fly me to the moon,man-on-the-moon.html,25000000.0,14543943.0,43530281.0,18530281.0,True
668,warrior,warrior.html,25000000.0,13657115.0,24215385.0,-784615.0,False
669,serenity,serenity.html,25000000.0,8547045.0,12941595.0,-12058405.0,False
670,the road,thunderbirds.html,25000000.0,8114270.0,29206732.0,4206732.0,True
671,say it isn't so,affliction.html,25000000.0,5516708.0,5516708.0,-19483292.0,False
672,deception,deception.html,25000000.0,4598506.0,12850033.0,-12149967.0,False
673,legend,legend.html,25000000.0,1872994.0,42425450.0,17425450.0,True
674,where the truth lies,shrek-the-third.html,25000000.0,872142.0,1415656.0,-23584344.0,False
675,on the road,into-the-woods.html,25000000.0,720828.0,9313302.0,-15686698.0,False
676,scream 2,scream-2.html,24000000.0,101363301.0,172363301.0,148363301.0,True
677,rocky balboa,rocky.html,24000000.0,70269899.0,156229050.0,132229050.0,True
678,the addams family,"addams-family,-the.html",24000000.0,60268707.0,60268707.0,36268707.0,True
679,the whole nine yards,twin-peaks.html,24000000.0,57262492.0,85527867.0,61527867.0,True
680,point break,point-break.html,24000000.0,43218387.0,83531958.0,59531958.0,True
681,i still know what you did last summer,i-still-know-what-you-did-last-summer.html,24000000.0,40020622.0,40020622.0,16020622.0,True
682,the men who stare at goats,"men-who-stare-at-goats,-the.html",24000000.0,32428195.0,67348218.0,43348218.0,True
683,double take,outbreak.html,24000000.0,29823162.0,29823162.0,5823162.0,True
684,nurse betty,nurse-betty.html,24000000.0,25170054.0,27732366.0,3732366.0,True
685,star wars ep. v: the empire strikes back,star-wars:-the-empire-strikes-back.html,23000000.0,290271960.0,534161334.0,511161334.0,True
686,bad boys,bad-boys.html,23000000.0,65647413.0,141247413.0,118247413.0,True
687,final destination,final-destination.html,23000000.0,53302314.0,112036870.0,89036870.0,True
688,king kong,king-kong.html,23000000.0,52614445.0,90614445.0,67614445.0,True
689,the ides of march,"ides-of-march,-the.html",23000000.0,40962534.0,77735925.0,54735925.0,True
690,pitch black,pitch-black.html,23000000.0,39235088.0,53182088.0,30182088.0,True
691,her,her.html,23000000.0,25568251.0,48163815.0,25163815.0,True
692,eddie the eagle,being-there.html,23000000.0,15789389.0,45060480.0,22060480.0,True
693,marvin's room,mary-poppins.html,23000000.0,12803305.0,12803305.0,-10196695.0,False
694,coco avant chanel,"crow-salvation,-the.html",23000000.0,6113834.0,50813834.0,27813834.0,True
695,ghost,ghost.html,22000000.0,217631306.0,517600000.0,495600000.0,True
696,there's something about mary,there's-something-about-mary.html,22000000.0,176484651.0,369884651.0,347884651.0,True
697,the game plan,heat.html,22000000.0,90648202.0,146590987.0,124590987.0,True
698,gandhi,gandhi.html,22000000.0,52767889.0,127767889.0,105767889.0,True
699,i am sam,i-am-sam.html,22000000.0,40270895.0,92542418.0,70542418.0,True
700,the informant!,"informant,-the.html",22000000.0,33316821.0,41771168.0,19771168.0,True
701,jay and silent bob strike back,jay-and-silent-bob-strike-back.html,22000000.0,30059386.0,33762400.0,11762400.0,True
702,the transporter refueled,transformers:-the-movie.html,22000000.0,16029670.0,69698495.0,47698495.0,True
703,the island,heist.html,22000000.0,15716828.0,15716828.0,-6283172.0,False
704,silver linings playbook,silver-linings-playbook.html,21000000.0,132092958.0,236412453.0,215412453.0,True
705,pet sematary,pet-sematary.html,21000000.0,54724696.0,109501146.0,88501146.0,True
706,death at a funeral,death-at-a-funeral.html,21000000.0,42739347.0,48977233.0,27977233.0,True
707,the transporter,american-splendor.html,21000000.0,25296447.0,43928932.0,22928932.0,True
708,tinker tailor soldier spy,tinker-tailor-soldier-spy.html,21000000.0,24149393.0,81452811.0,60452811.0,True
709,the rage: carrie 2,the-rage:-carrie-2.html,21000000.0,17760244.0,17760244.0,-3239756.0,False
710,away we go,awakenings.html,21000000.0,9451946.0,10108016.0,-10891984.0,False
711,existenz,existenz.html,20700000.0,2840417.0,2840417.0,-17859583.0,False
712,raiders of the lost ark,indiana-jones-and-the-raiders-of-the-lost-ark.html,20000000.0,225686079.0,367452079.0,347452079.0,True
713,beauty and the beast,beauty-and-the-beast.html,20000000.0,206333165.0,438707031.0,418707031.0,True
714,la la land,la-la-land.html,20000000.0,151101803.0,426351163.0,406351163.0,True
715,the silence of the lambs,silence-of-the-lambs.html,20000000.0,130726716.0,275726716.0,255726716.0,True
716,jaws 2,jaws-2.html,20000000.0,102922376.0,208900376.0,188900376.0,True
717,are we there yet?,arthur.html,20000000.0,82674398.0,98114471.0,78114471.0,True
718,the descendants,"descendants,-the.html",20000000.0,82624961.0,175507800.0,155507800.0,True
719,disturbia,disturbia.html,20000000.0,80818974.0,118537627.0,98537627.0,True
720,tyler perryâs boo! a madea halloween,"perks-of-being-a-wallflower,-the.html",20000000.0,73206343.0,73206343.0,53206343.0,True
721,obsessed,obsessed.html,20000000.0,68261644.0,73964713.0,53964713.0,True
722,tyler perry's madea's witness protection,alien:-resurrection.html,20000000.0,65653242.0,66950887.0,46950887.0,True
723,12 years a slave,12-years-a-slave.html,20000000.0,56671993.0,181025343.0,161025343.0,True
724,edward scissorhands,edward-scissorhands.html,20000000.0,53976987.0,53976987.0,33976987.0,True
725,tyler perryâs boo 2! a madea halloween,"perks-of-being-a-wallflower,-the.html",20000000.0,47319572.0,47879572.0,27879572.0,True
726,the tigger movie,take-shelter.html,20000000.0,45542421.0,96147688.0,76147688.0,True
727,max,malcolm-x.html,20000000.0,42656255.0,43658157.0,23658157.0,True
728,orphan,orphan.html,20000000.0,41596251.0,78769428.0,58769428.0,True
729,conan the barbarian,conan-the-barbarian.html,20000000.0,38264085.0,79114085.0,59114085.0,True
730,the american,american-pie.html,20000000.0,35606376.0,67950723.0,47950723.0,True
731,eternal sunshine of the spotless mind,eternal-sunshine-of-the-spotless-mind.html,20000000.0,34366518.0,72570762.0,52570762.0,True
732,babel,babel.html,20000000.0,34302837.0,132121212.0,112121212.0,True
733,copycat,copycat.html,20000000.0,32051917.0,32051917.0,12051917.0,True
734,she's out of my league,she's-out-of-my-league.html,20000000.0,32010860.0,48680977.0,28680977.0,True
735,milk,milk.html,20000000.0,31841299.0,57293371.0,37293371.0,True
736,the debt,thunderbirds.html,20000000.0,31177548.0,46604054.0,26604054.0,True
737,ghost ship,ghost-ship.html,20000000.0,30113491.0,68349884.0,48349884.0,True
738,wild things,wild-things.html,20000000.0,29795299.0,55576699.0,35576699.0,True
739,high fidelity,high-fidelity.html,20000000.0,27277055.0,47881663.0,27881663.0,True
740,stick it,ticker.html,20000000.0,26910736.0,30399714.0,10399714.0,True
741,from dusk till dawn,from-dusk-till-dawn.html,20000000.0,25728961.0,25732986.0,5732986.0,True
742,monte carlo,monte-carlo.html,20000000.0,23186769.0,39686769.0,19686769.0,True
743,psycho,psycho.html,20000000.0,21541218.0,37226218.0,17226218.0,True
744,into the wild,into-the-wild.html,20000000.0,18354356.0,56822960.0,36822960.0,True
745,fired up,freaked.html,20000000.0,17231291.0,18608570.0,-1391430.0,False
746,twilight,twilight.html,20000000.0,15055091.0,15055091.0,-4944909.0,False
747,ghost town,ghost.html,20000000.0,13367624.0,29958228.0,9958228.0,True
748,the quiet american,american-pie.html,20000000.0,12987647.0,26348203.0,6348203.0,True
749,triple 9,tin-cup.html,20000000.0,12639297.0,25943792.0,5943792.0,True
750,three to tango,three-kings.html,20000000.0,10570375.0,10570375.0,-9429625.0,False
751,death at a funeral,death-at-a-funeral.html,20000000.0,8580428.0,46790428.0,26790428.0,True
752,machete kills,machete.html,20000000.0,8008161.0,18273009.0,-1726991.0,False
753,a most violent year,a-most-violent-year.html,20000000.0,5749134.0,8846875.0,-11153125.0,False
754,a scanner darkly,a-scanner-darkly.html,20000000.0,5501616.0,7405084.0,-12594916.0,False
755,alone in the dark,alone-in-the-dark.html,20000000.0,5178569.0,10588079.0,-9411921.0,False
756,the brothers bloom,"brothers-bloom,-the.html",20000000.0,3531756.0,5531756.0,-14468244.0,False
757,"synecdoche, new york","synecdoche,-new-york.html",20000000.0,3083538.0,4383538.0,-15616462.0,False
758,equilibrium,equilibrium.html,20000000.0,1190018.0,5345869.0,-14654131.0,False
759,the tempest,they.html,20000000.0,277943.0,277943.0,-19722057.0,False
760,the touch,whiteout.html,20000000.0,0.0,5918742.0,-14081258.0,False
761,the thousand miles,heat.html,20000000.0,0.0,0.0,-20000000.0,False
762,the frozen ground,frozen.html,19200000.0,0.0,5617460.0,-13582540.0,False
763,back to the future,back-to-the-future.html,19000000.0,212259762.0,385524784.0,366524784.0,True
764,dances with wolves,dances-with-wolves.html,19000000.0,184208842.0,424200000.0,405200000.0,True
765,bad teacher,bad-teacher.html,19000000.0,100292856.0,215448997.0,196448997.0,True
766,the shining,"shining,-the.html",19000000.0,44017374.0,44728227.0,25728227.0,True
767,"gone, baby, gone",gone-baby-gone.html,19000000.0,20300218.0,34352162.0,15352162.0,True
768,sex drive,drive.html,19000000.0,8402485.0,10412485.0,-8587515.0,False
769,take me home tonight,memento.html,19000000.0,6928068.0,7576604.0,-11423396.0,False
770,george a. romero's land of the dead,land-of-the-dead.html,18975000.0,20700082.0,47751015.0,28776015.0,True
771,adaptation,adaptation.html,18500000.0,22498520.0,32531759.0,14031759.0,True
772,the invention of lying,"invention-of-lying,-the.html",18500000.0,18451251.0,32679264.0,14179264.0,True
773,fear and loathing in las vegas,fear-and-loathing-in-las-vegas.html,18500000.0,10680275.0,13711903.0,-4788097.0,False
774,the hunt,they.html,18200000.0,0.0,0.0,-18200000.0,False
775,the mask,they.html,18000000.0,119920129.0,351620129.0,333620129.0,True
776,big,big.html,18000000.0,114968774.0,151668774.0,133668774.0,True
777,legally blonde,legally-blonde.html,18000000.0,96493426.0,141809235.0,123809235.0,True
778,bad santa,bad-santa.html,18000000.0,60060328.0,77147031.0,59147031.0,True
779,predator,predator.html,18000000.0,59735548.0,98267558.0,80267558.0,True
780,amadeus,amadeus.html,18000000.0,51973029.0,51973029.0,33973029.0,True
781,prom night,prom-night.html,18000000.0,43869350.0,57193655.0,39193655.0,True
782,under the tuscan sun,"insider,-the.html",18000000.0,43601508.0,57490024.0,39490024.0,True
783,birdman or (the unexpected virtue of ignorance),manhunter.html,18000000.0,42340598.0,103215094.0,85215094.0,True
784,peggy sue got married,peggy-sue-got-married.html,18000000.0,41382841.0,41382841.0,23382841.0,True
785,love the coopers,one-flew-over-the-cuckoo's-nest.html,18000000.0,26302731.0,42227490.0,24227490.0,True
786,observe and report,observe-and-report.html,18000000.0,24007324.0,27148898.0,9148898.0,True
787,raging bull,raging-bull.html,18000000.0,23380203.0,23380203.0,5380203.0,True
788,young sherlock holmes,sherlock-holmes.html,18000000.0,19739000.0,19739000.0,1739000.0,True
789,127 hours,127-hours.html,18000000.0,18335230.0,60217171.0,42217171.0,True
790,life as a house,life-as-a-house.html,18000000.0,15652637.0,23889158.0,5889158.0,True
791,youth in revolt,youth-in-revolt.html,18000000.0,15285588.0,19685588.0,1685588.0,True
792,blow out,blow.html,18000000.0,13747234.0,13747234.0,-4252766.0,False
793,the tailor of panama,tinker-tailor-soldier-spy.html,18000000.0,13491653.0,27491653.0,9491653.0,True
794,the legend of the lone ranger,hellbound:-hellraiser-ii.html,18000000.0,13400000.0,13400000.0,-4600000.0,False
795,the ice storm,heist.html,18000000.0,8038061.0,16011975.0,-1988025.0,False
796,nine 1/2 weeks,newsies.html,18000000.0,6734844.0,6734844.0,-11265156.0,False
797,the last station,"last-station,-the.html",18000000.0,6617867.0,15696146.0,-2303854.0,False
798,dragonslayer,dragonslayer.html,18000000.0,6000000.0,6000000.0,-12000000.0,False
799,ed wood,ed-wood.html,18000000.0,5828466.0,5828466.0,-12171534.0,False
800,rocknrolla,rocknrolla.html,18000000.0,5700626.0,27794339.0,9794339.0,True
801,the salton sea,"salton-sea,-the.html",18000000.0,676698.0,676698.0,-17323302.0,False
802,wolves,dances-with-wolves.html,18000000.0,0.0,94953.0,-17905047.0,False
803,day of the dead,day-of-the-dead.html,18000000.0,0.0,0.0,-18000000.0,False
804,superbad,superbad.html,17500000.0,121463226.0,169955142.0,152455142.0,True
805,hotel rwanda,hotel-rwanda.html,17500000.0,23519128.0,36521223.0,19021223.0,True
806,a quiet place,a-quiet-place.html,17000000.0,188024361.0,336157526.0,319157526.0,True
807,aliens,aliens.html,17000000.0,85160248.0,183316455.0,166316455.0,True
808,i know what you did last summer,i-still-know-what-you-did-last-summer.html,17000000.0,72250091.0,125250091.0,108250091.0,True
809,sideways,sideways.html,17000000.0,71502303.0,109793192.0,92793192.0,True
810,friday the 13th,friday-the-13th.html,17000000.0,65002019.0,92670237.0,75670237.0,True
811,evil dead,evil-dead.html,17000000.0,54239856.0,97778356.0,80778356.0,True
812,saw 3d,saw.html,17000000.0,45710178.0,133735284.0,116735284.0,True
813,the hills have eyes,"hills-have-eyes,-the.html",17000000.0,41778863.0,70355813.0,53355813.0,True
814,smokin' aces,smokin'-aces.html,17000000.0,35662731.0,57263440.0,40263440.0,True
815,tron,tron.html,17000000.0,26918576.0,26918576.0,9918576.0,True
816,my life in ruins,midnight-in-paris.html,17000000.0,8677425.0,20477425.0,3477425.0,True
817,genius,real-genius.html,17000000.0,1361045.0,7265283.0,-9734717.0,False
818,my girl,my-girl.html,16500000.0,58011485.0,58011485.0,41511485.0,True
819,wall street,wall-street.html,16500000.0,43848100.0,43848100.0,27348100.0,True
820,sense and sensibility,sense-and-sensibility.html,16500000.0,42993774.0,134993774.0,118493774.0,True
821,dead poets society,dead-poets-society.html,16400000.0,95860116.0,239500000.0,223100000.0,True
822,dumb & dumber,dumb-and-dumber.html,16000000.0,127175374.0,246400000.0,230400000.0,True
823,when harry met sallyâ¦,when-harry-met-sally.html,16000000.0,92823546.0,92961960.0,76961960.0,True
824,the verdict,"verdict,-the.html",16000000.0,53977250.0,53977250.0,37977250.0,True
825,moonrise kingdom,moonrise-kingdom.html,16000000.0,45512466.0,68848446.0,52848446.0,True
826,the artist,heat.html,16000000.0,44667095.0,128256712.0,112256712.0,True
827,the roommate,"roommate,-the.html",16000000.0,37300107.0,52545707.0,36545707.0,True
828,remember me,remember-me.html,16000000.0,19068240.0,56506120.0,40506120.0,True
829,jennifer's body,jennifer's-body.html,16000000.0,16204793.0,31943401.0,15943401.0,True
830,my stepmother is an alien,rise-of-the-guardians.html,16000000.0,13854000.0,13854000.0,-2146000.0,False
831,the thirteenth floor,thirteen-days.html,16000000.0,11810854.0,11810854.0,-4189146.0,False
832,highlander,highlander.html,16000000.0,5900000.0,12900000.0,-3100000.0,False
833,detroit rock city,detroit-rock-city.html,16000000.0,4217115.0,5825314.0,-10174686.0,False
834,good,goodfellas.html,16000000.0,31631.0,31631.0,-15968369.0,False
835,slither,slither.html,15250000.0,7802450.0,12930343.0,-2319657.0,False
836,top gun,top-gun.html,15000000.0,179800601.0,356799634.0,341799634.0,True
837,the kingâs speech,"king's-speech,-the.html",15000000.0,138797449.0,430821168.0,415821168.0,True
838,american beauty,american-beauty.html,15000000.0,130058047.0,356258047.0,341258047.0,True
839,"crouching tiger, hidden dragon","crouching-tiger,-hidden-dragon.html",15000000.0,128067808.0,213514672.0,198514672.0,True
840,twins,twins.html,15000000.0,111936388.0,216600000.0,201600000.0,True
841,scream,scream.html,15000000.0,103046663.0,173046663.0,158046663.0,True
842,lethal weapon,lethal-weapon.html,15000000.0,65192350.0,120192350.0,105192350.0,True
843,halloween,halloween.html,15000000.0,58269151.0,77514401.0,62514401.0,True
844,the queen,frequency.html,15000000.0,56441711.0,128885873.0,113885873.0,True
845,little women,little-men.html,15000000.0,50003303.0,50003303.0,35003303.0,True
846,the deer hunter,"deer-hunter,-the.html",15000000.0,50000000.0,50057660.0,35057660.0,True
847,blackkklansman,blackkklansman.html,15000000.0,49275340.0,93119132.0,78119132.0,True
848,when a stranger calls,when-a-stranger-calls.html,15000000.0,47860214.0,67215435.0,52215435.0,True
849,big fat liar,big.html,15000000.0,47811275.0,52461017.0,37461017.0,True
850,wag the dog,wag-the-dog.html,15000000.0,43057470.0,64252038.0,49252038.0,True
851,wild,wild-hogs.html,15000000.0,37880356.0,52460543.0,37460543.0,True
852,the theory of everything,"theory-of-everything,-the.html",15000000.0,35893537.0,123327692.0,108327692.0,True
853,drive,drive.html,15000000.0,35060689.0,81357930.0,66357930.0,True
854,malibu's most wanted,malibu's-most-wanted.html,15000000.0,34308901.0,34499204.0,19499204.0,True
855,all about steve,all-about-steve.html,15000000.0,33862903.0,40127259.0,25127259.0,True
856,where the heart is,shrek-the-third.html,15000000.0,33771174.0,40862054.0,25862054.0,True
857,the princess bride,"princess-bride,-the.html",15000000.0,30857000.0,30873940.0,15873940.0,True
858,clash of the titans,clash-of-the-titans.html,15000000.0,30000000.0,44400000.0,29400000.0,True
859,grosse pointe blank,grosse-point-blank.html,15000000.0,28084357.0,31070412.0,16070412.0,True
860,love and basketball,love-and-basketball.html,15000000.0,27441122.0,27709625.0,12709625.0,True
861,boogie nights,boogie-nights.html,15000000.0,26410771.0,43111725.0,28111725.0,True
862,nowhere to run,from-here-to-eternity.html,15000000.0,22189039.0,52189039.0,37189039.0,True
863,the hills have eyes ii,"hills-have-eyes,-the.html",15000000.0,20804166.0,37466538.0,22466538.0,True
864,the big lebowski,"big-lebowski,-the.html",15000000.0,17498804.0,46189568.0,31189568.0,True
865,the hurt locker,"hurt-locker,-the.html",15000000.0,17017811.0,49894223.0,34894223.0,True
866,whip it,philadelphia.html,15000000.0,13077184.0,18889972.0,3889972.0,True
867,highlander: endgame,highlander:-endgame.html,15000000.0,12801190.0,12801190.0,-2198810.0,False
868,confidence,confidence.html,15000000.0,12212417.0,12212417.0,-2787583.0,False
869,brazil,brazil.html,15000000.0,9929135.0,9932146.0,-5067854.0,False
870,black snake moan,black-snake-moan.html,15000000.0,9396870.0,10951153.0,-4048847.0,False
871,mulholland drive,mulholland-drive.html,15000000.0,7219578.0,20785973.0,5785973.0,True
872,never let me go,blue-velvet.html,15000000.0,2434652.0,11173718.0,-3826282.0,False
873,the disappointments room,tin-men.html,15000000.0,2423467.0,3503761.0,-11496239.0,False
874,groundhog day,groundhog-day.html,14600000.0,70906973.0,70906973.0,56306973.0,True
875,romeo+juliet,romeo-&-juliet.html,14500000.0,46338728.0,147542381.0,133042381.0,True
876,unforgiven,unforgiven.html,14400000.0,101157447.0,159157447.0,144757447.0,True
877,pretty woman,pretty-woman.html,14000000.0,178406268.0,432645872.0,418645872.0,True
878,slumdog millionaire,slumdog-millionaire.html,14000000.0,141330703.0,384530440.0,370530440.0,True
879,urban legend,legend.html,14000000.0,38116707.0,72571864.0,58571864.0,True
880,the iron lady,"iron-lady,-the.html",14000000.0,29959436.0,115592104.0,101592104.0,True
881,"new york, new york",new-york-minute.html,14000000.0,13800000.0,13800000.0,-200000.0,False
882,jason x,jason-x.html,14000000.0,13121555.0,16951798.0,2951798.0,True
883,a walk on the moon,man-on-the-moon.html,14000000.0,4741987.0,4741987.0,-9258013.0,False
884,margaret,margaret.html,14000000.0,47185.0,623292.0,-13376708.0,False
885,reign of assassins,assassins.html,14000000.0,0.0,11354230.0,-2645770.0,False
886,clueless,clueless.html,13700000.0,56598476.0,56598476.0,42898476.0,True
887,the ten commandments,master-and-commander.html,13500000.0,85400591.0,85434516.0,71934516.0,True
888,the last godfather,godfather.html,13400000.0,164247.0,164247.0,-13235753.0,False
889,black swan,black-swan.html,13000000.0,106954678.0,331266710.0,318266710.0,True
890,save the last dance,save-the-last-dance.html,13000000.0,91038276.0,122244329.0,109244329.0,True
891,the butterfly effect,"butterfly-effect,-the.html",13000000.0,57924679.0,95638592.0,82638592.0,True
892,robocop,robocop.html,13000000.0,53424681.0,53424681.0,40424681.0,True
893,10 things i hate about you,10-things-i-hate-about-you.html,13000000.0,38177966.0,60413950.0,47413950.0,True
894,the big hit,big.html,13000000.0,27066941.0,27066941.0,14066941.0,True
895,ex machina,ex-machina.html,13000000.0,25440971.0,38358392.0,25358392.0,True
896,being john malkovich,being-john-malkovich.html,13000000.0,22858926.0,32382381.0,19382381.0,True
897,the perks of being a wallflower,"perks-of-being-a-wallflower,-the.html",13000000.0,17742948.0,33069303.0,20069303.0,True
898,room,room.html,13000000.0,14677674.0,36262783.0,23262783.0,True
899,serial mom,serial-mom.html,13000000.0,7881335.0,7881335.0,-5118665.0,False
900,light it up,flight.html,13000000.0,5871603.0,5871603.0,-7128397.0,False
901,birthday girl,birthday-girl.html,13000000.0,4919896.0,8130727.0,-4869273.0,False
902,"paris, je t'aime","artist,-the.html",13000000.0,4857374.0,5175088.0,-7824912.0,False
903,youth,get-out.html,13000000.0,2703296.0,24001573.0,11001573.0,True
904,"i love you, phillip morris",i-love-you-phillip-morris.html,13000000.0,2037459.0,23014027.0,10014027.0,True
905,machete,machete.html,12500000.0,26593646.0,46370970.0,33870970.0,True
906,true romance,true-romance.html,12500000.0,12281000.0,12309980.0,-190020.0,False
907,glengarry glen ross,glengarry-glen-gross.html,12500000.0,10725228.0,10725228.0,-1774772.0,False
908,casino jack,casino.html,12500000.0,2039869.0,2272186.0,-10227814.0,False
909,the land before time,highlander.html,12300000.0,48092846.0,81972846.0,69672846.0,True
910,jaws,jaws.html,12000000.0,260000000.0,470700000.0,458700000.0,True
911,the fault in our stars,"fault-in-our-stars,-the.html",12000000.0,124872350.0,307166834.0,295166834.0,True
912,american pie,american-pie.html,12000000.0,101800948.0,234723148.0,222723148.0,True
913,star trek ii: the wrath of khan,star-trek-ii:-the-wrath-of-khan.html,12000000.0,78912963.0,95800000.0,83800000.0,True
914,ace ventura: pet detective,ace-ventura:-pet-detective.html,12000000.0,72217396.0,107217396.0,95217396.0,True
915,witness,witness.html,12000000.0,65532576.0,65532576.0,53532576.0,True
916,step up,stepmom.html,12000000.0,65328121.0,110989157.0,98989157.0,True
917,chronicle,chronicle.html,12000000.0,64575175.0,123681790.0,111681790.0,True
918,beavis and butt-head do america,beavis-and-butt-head-do-america.html,12000000.0,63118386.0,63118386.0,51118386.0,True
919,lion,legion.html,12000000.0,51739495.0,149570720.0,137570720.0,True
920,jackie brown,jackie-brown.html,12000000.0,39673162.0,74727492.0,62727492.0,True
921,crank,crank.html,12000000.0,27838408.0,43924923.0,31924923.0,True
922,casino royale,casino.html,12000000.0,22744718.0,41744718.0,29744718.0,True
923,stir of echoes,stir-of-echoes.html,12000000.0,21133087.0,21133087.0,9133087.0,True
924,the boys from brazil,this-boy's-life.html,12000000.0,19000000.0,19000000.0,7000000.0,True
925,max keeble's big move,take-shelter.html,12000000.0,17292381.0,17292381.0,5292381.0,True
926,rachel getting married,rachel-getting-married.html,12000000.0,12796861.0,17475475.0,5475475.0,True
927,arbitrage,arbitrage.html,12000000.0,7919574.0,35830713.0,23830713.0,True
928,married life,carrie.html,12000000.0,1506998.0,2975188.0,-9024812.0,False
929,welcome to collinwood,sherlock-holmes.html,12000000.0,378650.0,4606284.0,-7393716.0,False
930,life before her eyes,cliffhanger.html,12000000.0,303439.0,7203439.0,-4796561.0,False
931,drive hard,die-hard.html,12000000.0,0.0,0.0,-12000000.0,False
932,pet sematary,pet-sematary.html,11500000.0,57469179.0,57469179.0,45969179.0,True
933,star wars ep. iv: a new hope,star-wars:-a-new-hope.html,11000000.0,460998007.0,786598007.0,775598007.0,True
934,gremlins,gremlins.html,11000000.0,148168459.0,148199515.0,137199515.0,True
935,the fighter,three-kings.html,11000000.0,93617009.0,129262388.0,118262388.0,True
936,major league,major-league.html,11000000.0,49793054.0,49793054.0,38793054.0,True
937,phone booth,phone-booth.html,11000000.0,46566212.0,97837138.0,86837138.0,True
938,a walk to remember,"walk-to-remember,-a.html",11000000.0,41227069.0,46060861.0,35060861.0,True
939,cruel intentions,cruel-intentions.html,11000000.0,38665260.0,76238901.0,65238901.0,True
940,the secret life of bees,"secret-life-of-walter-mitty,-the.html",11000000.0,37780486.0,39994347.0,28994347.0,True
941,saw vi,saw.html,11000000.0,27693292.0,69752402.0,58752402.0,True
942,barry lyndon,barry-lyndon.html,11000000.0,20000000.0,20169934.0,9169934.0,True
943,army of darkness,army-of-darkness.html,11000000.0,11502976.0,21502976.0,10502976.0,True
944,saw v,saw.html,10800000.0,56746769.0,118209778.0,107409778.0,True
945,alien,alien.html,10700000.0,80930630.0,203628947.0,192928947.0,True
946,poltergeist,solaris.html,10700000.0,74706019.0,121706019.0,111006019.0,True
947,darkness,army-of-darkness.html,10600000.0,22163442.0,34409206.0,23809206.0,True
948,2001: a space odyssey,2001:-a-space-odyssey.html,10500000.0,59936321.0,71928046.0,61428046.0,True
949,halloween,halloween.html,10000000.0,159342015.0,254902722.0,244902722.0,True
950,good will hunting,good-will-hunting.html,10000000.0,138433435.0,225925989.0,215925989.0,True
951,the grudge,"grudge,-the.html",10000000.0,110359362.0,187281115.0,177281115.0,True
952,saw iii,saw.html,10000000.0,80238724.0,163876815.0,153876815.0,True
